Outcome,GEOID,State,Name,ProjectType,ProjectDescription,ProjectAmount,PDMProgramFY,DisasterCount,POVERTY_RATE,PCT_WHITE,PCT_BLACK,PCT_NATIVE,PCT_ASIAN,PCT_TWO_OR_MORE,PCT_HISPANIC
Grant,19055,IA,"Delaware County, Iowa",91.1, Local Multihazard Mitigation Plan,4860,2007,8,6.3,98.1,0.3,0.1,0.4,1.1,1.4
Grant,19149,IA,"Plymouth County, Iowa",91.1, Local Multihazard Mitigation Plan,2554.67,2007,4,6.3,95.5,0.4,0.3,0.6,1.3,4.5
Grant,05131,AR,"Sebastian County, Arkansas",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,1873930.76,2007,6,16.5,77.7,6.8,1.2,4.3,4.1,13.7
Grant,19061,IA,"Dubuque County, Iowa",91.1, Local Multihazard Mitigation Plan,3780,2007,7,7.3,93.2,2.9,0.1,1.3,1.7,2.3
Grant,19093,IA,"Ida County, Iowa",91.1, Local Multihazard Mitigation Plan,3483.3,2007,10,8.1,97.5,0.1,0.8,0.4,0.8,2.1
Grant,17183,IL,"Vermilion County, Illinois",91.1, Local Multihazard Mitigation Plan,54888.08,2007,2,14.7,82.6,14,0.3,0.9,1.5,4.8
Grant,19069,IA,"Franklin County, Iowa",91.1, Local Multihazard Mitigation Plan,8427.54,2007,9,12.3,92.4,1.5,0.1,0.1,0.7,12.1
Grant,06071,CA,"San Bernardino County, California",401.1, Water and Sanitary Sewer System Protective Measures,63900.14,2007,7,14.5,61.9,8.4,0.8,6.9,4.7,52.3
Grant,55055,WI,"Jefferson County, Wisconsin",91.1, Local Multihazard Mitigation Plan,234820,2007,3,6.5,94.3,0.9,0.1,0.7,2.1,7
Grant,29069,MO,"Dunklin County, Missouri",100.1," Public Awareness and Education (Brochures, Workshops, Videos, etc.); 
206.2",1027024.78,2007,9,20.7,84.5,9.7,0.4,0.4,2.2,6.4
Grant,19035,IA,"Cherokee County, Iowa",91.1, Local Multihazard Mitigation Plan,2917.55,2007,10,9.1,97.2,1,0.4,0.4,0.9,3.4
Grant,16053,ID,"Jerome County, Idaho",91.1, Local Multihazard Mitigation Plan,48000,2007,2,12.7,95.2,0.1,0.4,0.4,1.8,34.5
Grant,29027,MO,"Callaway County, Missouri",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,323791,2007,10,9.5,91.8,4.3,0.5,0.8,2.2,2
Grant,12099,FL,"Palm Beach County, Florida",91.1, Local Multihazard Mitigation Plan,133333.4,2007,12,9.5,74.2,18.5,0.2,2.6,2.2,21.3
Grant,24039,MD,"Somerset County, Maryland",91.1, Local Multihazard Mitigation Plan,108000,2007,3,18,53.1,42,0.4,1,1.8,3.5
Grant,06037,CA,"Los Angeles County, California",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,895474.4,2007,10,13.1,51.8,8.2,0.7,14.5,3.8,48.4
Grant,19031,IA,"Cedar County, Iowa",91.1, Local Multihazard Mitigation Plan,4860,2007,8,2.2,97,0.7,0.3,0.3,1.3,1.9
Grant,19035,IA,"Cherokee County, Iowa",91.1, Local Multihazard Mitigation Plan,2804,2007,10,9.1,97.2,1,0.4,0.4,0.9,3.4
Grant,19035,IA,"Cherokee County, Iowa",91.1, Local Multihazard Mitigation Plan,4428,2007,10,9.1,97.2,1,0.4,0.4,0.9,3.4
Grant,34009,NJ,"Cape May County, New Jersey",91.1, Local Multihazard Mitigation Plan,531699.52,2007,8,7.7,91.3,4.5,0,1,1.8,7.4
Grant,49035,UT,"Salt Lake County, Utah",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,2944792,2007,1,7.2,80.1,1.7,0.8,3.9,3.1,17.9
Grant,29149,MO,"Oregon County, Missouri",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,1356728.94,2007,9,21.3,95.6,0.2,1,0.8,1.9,1.6
Grant,19077,IA,"Guthrie County, Iowa",91.1, Local Multihazard Mitigation Plan,2361.33,2007,7,5.8,97.4,0.3,0.3,0.3,1.2,2.4
Grant,30049,MT,"Lewis and Clark County, Montana",300.2, Vegetation Management - Wildfire,137275.3,2007,3,7.5,93.8,0.3,2,0.7,2.7,3.1
Grant,27047,MN,"Freeborn County, Minnesota",91.1, Local Multihazard Mitigation Plan,30828,2007,10,8,94.2,1.3,0.3,1.9,1.2,9.5
Grant,16035,ID,"Clearwater County, Idaho",91.1, Local Multihazard Mitigation Plan,97275,2008,3,11.1,93.5,0.2,2.2,0.5,2,3.9
Grant,28047,MS,"Harrison County, Mississippi",91.1, Local Multihazard Mitigation Plan,42500,2008,8,16.8,68.5,24.2,0.5,3,2.7,5.3
Grant,55073,WI,"Marathon County, Wisconsin",91.1, Local Multihazard Mitigation Plan,31895,2008,4,6.9,91.2,0.7,0.3,5.7,1.7,2.7
Grant,30057,MT,"Madison County, Montana",91.1, Local Multihazard Mitigation Plan,31949.34,2008,2,6.4,95.5,0.5,0.5,0.1,2.1,3.4
Grant,53033,WA,"King County, Washington",91.1, Local Multihazard Mitigation Plan,100000,2008,10,6.4,66.2,6.2,0.7,16.6,6.1,9.5
Grant,28141,MS,"Tishomingo County, Mississippi",91.1, Local Multihazard Mitigation Plan,100000,2008,5,13,94.8,2.5,0.3,0.1,0.9,2.9
Grant,30063,MT,"Missoula County, Montana",91.1, Local Multihazard Mitigation Plan,25500,2008,4,8.4,91.9,0.4,2.6,1.4,3.3,3.1
Grant,46005,SD,"Beadle County, South Dakota",91.1, Local Multihazard Mitigation Plan,11333.33,2008,8,18.4,85.7,0.4,1.4,9.3,0.5,9.1
Grant,38003,ND,"Barnes County, North Dakota",91.1, Local Multihazard Mitigation Plan,92000,2008,9,7.9,94,0.9,2,0.5,1.8,1.9
Grant,46017,SD,"Buffalo County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,8,36.8,11.8,0.4,83.6,0,2.2,2.4
Grant,55039,WI,"Fond du Lac County, Wisconsin",91.1, Local Multihazard Mitigation Plan,45831.7,2008,3,6,93.1,1.2,0.5,1.4,1.8,5
Grant,19177,IA,"Van Buren County, Iowa",91.1, Local Multihazard Mitigation Plan,40399.75,2008,7,8.2,97.9,0.6,0.1,0.1,1.2,1.4
Grant,27031,MN,"Cook County, Minnesota",205.1, Retrofitting Private Structures - Wildfire,2551307.23,2008,3,7.6,87,0.5,8.2,0.8,2.4,2.1
Grant,38049,ND,"McHenry County, North Dakota",91.1, Local Multihazard Mitigation Plan,11500,2008,14,6,97,0.2,1.6,0.1,0.9,2.3
Grant,16079,ID,"Shoshone County, Idaho",91.1, Local Multihazard Mitigation Plan,66633,2008,3,12.1,94.2,0.3,2.2,0.5,2.4,3.4
Grant,30097,MT,"Sweet Grass County, Montana",91.1, Local Multihazard Mitigation Plan,16446.5,2008,2,8.2,95.3,0.1,0,1,3.5,1.6
Grant,37147,NC,"Pitt County, North Carolina",91.1, Local Multihazard Mitigation Plan,50000,2008,7,15.3,57.7,34.6,0.2,1.7,2.3,6
Grant,02290,AK,"Yukon-Koyukuk Census Area, Alaska",700.1," Management Costs - Salaries; 
700.4",48000,2008,6,20.8,22.6,0.1,71,0.7,5.5,2.1
Grant,46035,SD,"Davison County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,4,6.9,92.9,0.6,3.1,0.1,2,2.5
Grant,51650,VA,"Hampton city, Virginia",91.1, Local Multihazard Mitigation Plan,279000,2008,5,10.9,41.8,50.1,0.4,2.4,3.4,5.4
Grant,19151,IA,"Pocahontas County, Iowa",91.1, Local Multihazard Mitigation Plan,8000,2008,11,7.2,96.2,1.8,0,0.6,0.9,3.5
Grant,33019,NH,"Sullivan County, New Hampshire",403.1, Stormwater Management - Culverts,97000,2008,10,5.3,96.6,0.5,0.3,0.6,1.8,1.4
Grant,16009,ID,"Benewah County, Idaho",91.1, Local Multihazard Mitigation Plan,103946,2008,3,9.3,87.2,0.2,8.9,1,2.4,3.4
Grant,53033,WA,"King County, Washington",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,363833.81,2008,10,6.4,66.2,6.2,0.7,16.6,6.1,9.5
Grant,21221,KY,"Trigg County, Kentucky",91.1, Local Multihazard Mitigation Plan,137086,2008,10,10.8,90.3,8.8,0,0.4,0.5,2
Grant,47157,TN,"Shelby County, Tennessee",205.4, Non Structural Retrofitting/Rehabilitating Public Structures - Seismic,2684826,2008,11,16,39.4,53.4,0.2,2.5,1.7,6.1
Grant,55001,WI,"Adams County, Wisconsin",91.1, Local Multihazard Mitigation Plan,40000,2008,7,8,93,2.7,0.7,0.6,2.2,3.8
Grant,19135,IA,"Monroe County, Iowa",91.1, Local Multihazard Mitigation Plan,27477.07,2008,8,7.4,96.2,0.1,0,0.9,1.3,2.8
Grant,28145,MS,"Union County, Mississippi",91.1, Local Multihazard Mitigation Plan,100000,2008,6,12.6,81.1,14.9,0.1,0.9,1.3,4.2
Grant,06081,CA,"San Mateo County, California",300.2, Vegetation Management - Wildfire,832280,2008,4,4.3,52.1,2.4,0.3,27.6,5.3,24.9
Grant,05033,AR,"Crawford County, Arkansas",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,2049635,2008,9,12.7,89.6,1.3,2,1.8,3.2,7.3
Grant,46015,SD,"Brule County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,11,7.9,86.6,0,10.4,0.3,2.5,2.5
Grant,55085,WI,"Oneida County, Wisconsin",91.1, Local Multihazard Mitigation Plan,40000,2008,2,5.7,96.2,0.8,1.1,0.5,1.1,1.4
Grant,28163,MS,"Yazoo County, Mississippi",91.1, Local Multihazard Mitigation Plan,100000,2008,9,30.4,38.3,57,0.4,0.4,2.3,5.6
Grant,19133,IA,"Monona County, Iowa",91.1, Local Multihazard Mitigation Plan,994.67,2008,8,8.9,95.8,0.1,2.6,0.2,1.2,0.8
Grant,15009,HI,"Maui County, Hawaii",91.1, Local Multihazard Mitigation Plan,400000,2008,8,6.6,35.5,0.6,0.2,29,23,11
Grant,53053,WA,"Pierce County, Washington",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,554008,2008,7,8.3,73.8,6.7,1.2,6.1,7.7,10.4
Grant,19013,IA,"Black Hawk County, Iowa",91.1, Local Multihazard Mitigation Plan,6253.24,2008,7,9.8,84.7,8.9,0.3,2.1,2.3,4.2
Grant,46019,SD,"Butte County, South Dakota",91.1, Local Multihazard Mitigation Plan,12543.76,2008,11,6.2,94.4,0.6,1.8,0,2.8,3.5
Grant,24033,MD,"Prince George's County, Maryland",91.1, Local Multihazard Mitigation Plan,360000,2008,6,6.5,18.8,63.2,0.4,4.3,2.7,17.4
Grant,19133,IA,"Monona County, Iowa",91.1, Local Multihazard Mitigation Plan,800,2008,8,8.9,95.8,0.1,2.6,0.2,1.2,0.8
Grant,19093,IA,"Ida County, Iowa",91.1, Local Multihazard Mitigation Plan,881.33,2008,10,8.1,97.5,0.1,0.8,0.4,0.8,2.1
Grant,41017,OR,"Deschutes County, Oregon",300.2, Vegetation Management - Wildfire,387345,2008,2,8.1,93.6,0.6,0.5,1.2,2.8,7.8
Grant,19069,IA,"Franklin County, Iowa",91.1, Local Multihazard Mitigation Plan,9000,2008,9,12.3,92.4,1.5,0.1,0.1,0.7,12.1
Grant,45045,SC,"Greenville County, South Carolina",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,1084517.4,2008,5,10,75.3,18.2,0.3,2.2,2.1,8.8
Grant,38051,ND,"McIntosh County, North Dakota",91.1, Local Multihazard Mitigation Plan,56000,2008,5,5.3,97.3,0,0.3,1,1.4,2.2
Grant,38071,ND,"Ramsey County, North Dakota",400.1," Utility Protective Measures (Electric, Gas, etc.)",262409,2008,10,7.4,85.5,0.6,9.6,0.6,3.5,2.5
Grant,19043,IA,"Clayton County, Iowa",91.1, Local Multihazard Mitigation Plan,5000,2008,12,5.6,97.8,1,0.1,0.4,0.5,1.9
Grant,19013,IA,"Black Hawk County, Iowa",91.1, Local Multihazard Mitigation Plan,7000,2008,7,9.8,84.7,8.9,0.3,2.1,2.3,4.2
Grant,19133,IA,"Monona County, Iowa",91.1, Local Multihazard Mitigation Plan,938.67,2008,8,8.9,95.8,0.1,2.6,0.2,1.2,0.8
Grant,19103,IA,"Johnson County, Iowa",91.1, Local Multihazard Mitigation Plan,14977.67,2008,8,6.4,83,6.4,0.2,6.2,2.4,5.5
Grant,33013,NH,"Merrimack County, New Hampshire",800.1, Miscellaneous,20378.13,2008,10,4.8,94.6,1.2,0.1,1.8,2,2
Grant,24027,MD,"Howard County, Maryland",91.1, Local Multihazard Mitigation Plan,53664,2008,10,3.6,58.7,18.5,0.2,17.4,4,6.5
Grant,15001,HI,"Hawaii County, Hawaii",91.1, Local Multihazard Mitigation Plan,489451,2008,8,12.7,33.9,0.6,0.4,22.2,28.6,12.5
Grant,55127,WI,"Walworth County, Wisconsin",91.1, Local Multihazard Mitigation Plan,40000,2008,4,7.2,93.6,1.1,0.4,1,2,11.1
Grant,25009,MA,"Essex County, Massachusetts",800.1, Miscellaneous,13231000,2008,12,8.1,80.6,4,0.2,3.4,2.7,19.6
Grant,28161,MS,"Yalobusha County, Mississippi",91.1, Local Multihazard Mitigation Plan,119104.75,2008,3,18.2,58.6,40.1,0.4,0.2,0.1,1.5
Grant,38063,ND,"Nelson County, North Dakota",91.1, Local Multihazard Mitigation Plan,56000,2008,8,4.8,98,0.1,0.3,0,0.6,2.5
Grant,37109,NC,"Lincoln County, North Carolina",91.1, Local Multihazard Mitigation Plan,40000,2008,3,11.3,88.6,5.4,0.2,0.5,2.4,7
Grant,46045,SD,"Edmunds County, South Dakota",91.1, Local Multihazard Mitigation Plan,9333.33,2008,8,2.9,98.7,0.1,0.4,0.1,0.4,1.7
Grant,38071,ND,"Ramsey County, North Dakota",91.1, Local Multihazard Mitigation Plan,10300,2008,10,7.4,85.5,0.6,9.6,0.6,3.5,2.5
Grant,28129,MS,"Smith County, Mississippi",91.1, Local Multihazard Mitigation Plan,100000,2008,6,13.7,76,23.6,0,0,0.3,1.6
Grant,19149,IA,"Plymouth County, Iowa",91.1, Local Multihazard Mitigation Plan,2716,2008,4,6.3,95.5,0.4,0.3,0.6,1.3,4.5
Grant,56039,WY,"Teton County, Wyoming",91.1, Local Multihazard Mitigation Plan,21100,2008,2,1.8,90.2,0.6,0.4,2.2,0.6,15
Grant,12086,FL,"Miami-Dade County, Florida",205.7, Retrofitting Private Structures - Wind,804031.16,2008,10,15.6,75.6,18,0.1,1.6,1.5,67.5
Grant,49035,UT,"Salt Lake County, Utah",300.2, Vegetation Management - Wildfire,402000,2008,1,7.2,80.1,1.7,0.8,3.9,3.1,17.9
Grant,37119,NC,"Mecklenburg County, North Carolina",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,2295722,2008,3,9.9,55.1,31.2,0.3,5.5,2.9,12.9
Grant,04025,AZ,"Yavapai County, Arizona",91.1, Local Multihazard Mitigation Plan,140000,2008,4,9.4,92,0.5,1.7,1,2.2,14.3
Grant,49053,UT,"Washington County, Utah",91.1, Local Multihazard Mitigation Plan,62159.92,2008,3,10,90.6,0.7,1.4,0.7,2.2,10.1
Grant,32031,NV,"Washoe County, Nevada",205.2, Retrofitting Public Structures - Wildfire,626575,2008,3,8.5,79.6,2.3,1.6,5.4,4.3,23.9
Grant,46033,SD,"Custer County, South Dakota",91.1, Local Multihazard Mitigation Plan,13000,2008,3,9.9,93.1,0.2,3.8,0.4,2.2,3
Grant,37009,NC,"Ashe County, North Carolina",91.1, Local Multihazard Mitigation Plan,5400,2008,6,13.4,94.9,0.8,0.4,0.4,1.4,5.2
Grant,19133,IA,"Monona County, Iowa",91.1, Local Multihazard Mitigation Plan,1297.33,2008,8,8.9,95.8,0.1,2.6,0.2,1.2,0.8
Grant,55065,WI,"Lafayette County, Wisconsin",91.1, Local Multihazard Mitigation Plan,20000,2008,5,8.2,97,0.4,0.4,0.3,0.8,3.6
Grant,46009,SD,"Bon Homme County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,4,4.6,89.1,1.3,5.3,1.4,1.9,3
Grant,30049,MT,"Lewis and Clark County, Montana",300.2, Vegetation Management - Wildfire,417108,2008,3,7.5,93.8,0.3,2,0.7,2.7,3.1
Grant,08069,CO,"Larimer County, Colorado",403.4, Stormwater Management - Detention/Retention Basins,3917933,2008,4,5.7,91.2,0.9,0.6,2.1,3.2,11.2
Grant,46013,SD,"Brown County, South Dakota",91.1, Local Multihazard Mitigation Plan,17333,2008,7,7.6,90.9,1.6,3.4,2.6,1.5,2.5
Grant,32003,NV,"Clark County, Nevada",91.1, Local Multihazard Mitigation Plan,70781.11,2008,1,11,61.6,11.2,0.6,9.6,5,30.7
Grant,19033,IA,"Cerro Gordo County, Iowa",91.1, Local Multihazard Mitigation Plan,9000,2008,4,7.5,94.5,1.7,0.4,1.1,1.6,4.6
Grant,46073,SD,"Jerauld County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,10,5.3,98.2,0,0.4,0,1.1,2.2
Grant,08125,CO,"Yuma County, Colorado",91.1," Local Multihazard Mitigation Plan; 
96.1",117334,2008,3,10.8,93.5,1.5,0.3,0,1.9,22.6
Grant,21231,KY,"Wayne County, Kentucky",91.1, Local Multihazard Mitigation Plan,120000,2008,5,19.1,95.8,1.5,0.1,0.2,1.7,3.1
Grant,46135,SD,"Yankton County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,6,8,92.4,1.9,2.3,0.7,2.1,3.7
Grant,46123,SD,"Tripp County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,9,14.5,82.1,0,13.6,0,4.3,0.3
Grant,55139,WI,"Winnebago County, Wisconsin",91.1, Local Multihazard Mitigation Plan,21290.11,2008,3,6.6,92.4,2.1,0.6,2.6,1.5,3.9
Grant,46061,SD,"Hanson County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,10,3.4,93.9,4.6,1.1,0,0.4,0
Grant,21223,KY,"Trimble County, Kentucky",91.1, Local Multihazard Mitigation Plan,80584,2008,8,11.5,97.3,0,0.3,0.1,1.8,2.9
Grant,19093,IA,"Ida County, Iowa",91.1, Local Multihazard Mitigation Plan,1118.87,2008,10,8.1,97.5,0.1,0.8,0.4,0.8,2.1
Grant,34041,NJ,"Warren County, New Jersey",91.1, Local Multihazard Mitigation Plan,448572.39,2008,9,5.9,89.4,4.4,0.1,2.9,1.5,8.6
Grant,21237,KY,"Wolfe County, Kentucky",91.1, Local Multihazard Mitigation Plan,67694,2008,12,33,98.5,0.3,0.4,0,0.6,0.3
Grant,56041,WY,"Uinta County, Wyoming",91.1, Local Multihazard Mitigation Plan,11500,2008,1,13.1,94,0.1,1,0.1,3.1,9.1
Grant,46043,SD,"Douglas County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,7,4.1,95.1,0,2.7,0,2.1,0.6
Grant,21229,KY,"Washington County, Kentucky",91.1, Local Multihazard Mitigation Plan,114750,2008,13,12.9,89.2,5.2,0,0.8,2.8,4.3
Grant,28059,MS,"Jackson County, Mississippi",91.1, Local Multihazard Mitigation Plan,54500,2008,9,11,71.7,22.2,0.4,2.2,1.9,5.9
Grant,09001,CT,"Fairfield County, Connecticut",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,548000,2008,8,6.3,73.5,11.3,0.3,5.2,2.8,19
Grant,26065,MI,"Ingham County, Michigan",200.1," Acquisition of Private Real Property (Structures and Land) - Riverine; 
200.5",743343.05,2008,2,12.7,75,11.1,0.3,6,5.7,7.6
Grant,50007,VT,"Chittenden County, Vermont",91.1, Local Multihazard Mitigation Plan,141920,2008,11,5.9,90.8,2.6,0.3,3.8,1.9,2.2
Grant,28143,MS,"Tunica County, Mississippi",91.1, Local Multihazard Mitigation Plan,75000,2008,5,23.9,19.6,78.5,0,0.9,0.7,0.7
Grant,15003,HI,"Honolulu County, Hawaii",91.1, Local Multihazard Mitigation Plan,140000,2008,6,5.9,21.1,2.3,0.1,42.9,23.2,9.6
Grant,17097,IL,"Lake County, Illinois",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,2109353,2008,4,6.5,78.4,6.8,0.2,7.2,2.7,21.1
Grant,54109,WV,"Wyoming County, West Virginia",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,147160,2008,13,17.8,97.5,0.9,0,0.3,1.2,0.3
Grant,19043,IA,"Clayton County, Iowa",91.1, Local Multihazard Mitigation Plan,6000,2008,12,5.6,97.8,1,0.1,0.4,0.5,1.9
Grant,38095,ND,"Towner County, North Dakota",91.1, Local Multihazard Mitigation Plan,56000,2008,12,9.1,91.7,0,3.8,0.1,4.2,1.6
Grant,48201,TX,"Harris County, Texas",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,1852451.84,2008,12,13.9,63.3,18.9,0.4,6.8,2.3,42.2
Grant,46053,SD,"Gregory County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,12,11.2,88.6,0,7.2,0.5,2.8,1.5
Grant,02290,AK,"Yukon-Koyukuk Census Area, Alaska",91.1, Local Multihazard Mitigation Plan,480000,2008,6,20.8,22.6,0.1,71,0.7,5.5,2.1
Grant,49057,UT,"Weber County, Utah",91.1, Local Multihazard Mitigation Plan,269414,2008,1,8.7,89.6,1.1,0.7,1.2,3.2,17.9
Grant,46003,SD,"Aurora County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,9,5.3,92.1,1.6,3.1,0,0.9,6.7
Grant,46067,SD,"Hutchinson County, South Dakota",91.1, Local Multihazard Mitigation Plan,10000,2008,9,8.9,96.3,0.4,2.1,0.2,0.9,1.9
Grant,19013,IA,"Black Hawk County, Iowa",91.1, Local Multihazard Mitigation Plan,6580.65,2008,7,9.8,84.7,8.9,0.3,2.1,2.3,4.2
Grant,29035,MO,"Carter County, Missouri",206.2, Safe Room (Tornado and Severe Wind Shelter) - Public Structures,918784.8,2008,7,10.4,95.4,0,1.4,0,3.2,2.3
Grant,19013,IA,"Black Hawk County, Iowa",91.1, Local Multihazard Mitigation Plan,7000,2008,7,9.8,84.7,8.9,0.3,2.1,2.3,4.2
Grant,39031,OH,"Coshocton County, Ohio",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,11596.32,2008,6,9.6,96.8,1.1,0.2,0.3,1.4,1
Grant,09001,CT,"Fairfield County, Connecticut",91.1, Local Multihazard Mitigation Plan,50000,2008,8,6.3,73.5,11.3,0.3,5.2,2.8,19
Grant,37049,NC,"Craven County, North Carolina",91.1, Local Multihazard Mitigation Plan,49800,2009,8,10.3,70.2,21.4,0.7,2.8,2.7,7.1
Grant,55031,WI,"Douglas County, Wisconsin",91.1, Local Multihazard Mitigation Plan,31122.18,2009,4,9.8,93,1.2,1.7,1,2.7,1.5
Grant,12086,FL,"Miami-Dade County, Florida",205.8, Retrofitting Public Structures - Wind,604938.54,2009,10,15.6,75.6,18,0.1,1.6,1.5,67.5
Grant,27037,MN,"Dakota County, Minnesota",91.1, Local Multihazard Mitigation Plan,75000,2009,3,4.6,83.1,5.7,0.3,4.7,3.3,6.8
Grant,32005,NV,"Douglas County, Nevada",100.1," Public Awareness and Education (Brochures, Workshops, Videos, etc.); 
300.2",643440,2009,3,6.5,88.2,0.6,2,1.5,3.2,12.3
Grant,10003,DE,"New Castle County, Delaware",401.1, Water and Sanitary Sewer System Protective Measures,858549.14,2009,5,7.7,64.8,24.6,0.3,5.5,2.5,9.6
Grant,27169,MN,"Winona County, Minnesota",91.1, Local Multihazard Mitigation Plan,40000,2009,5,6.9,93.7,1.5,0.3,2.7,1.3,2.8
Grant,09009,CT,"New Haven County, Connecticut",91.1, Local Multihazard Mitigation Plan,40571,2009,9,8.3,74.4,13,0.1,3.9,3,17.2
Grant,42125,PA,"Washington County, Pennsylvania",91.1, Local Multihazard Mitigation Plan,54917,2009,2,6.7,93.7,3,0.1,1,1.9,1.6
Grant,08041,CO,"El Paso County, Colorado",91.1, Local Multihazard Mitigation Plan,89100,2009,5,7.8,79.5,6.1,0.7,2.7,5.7,16.5
Grant,48201,TX,"Harris County, Texas",200.1, Acquisition of Private Real Property (Structures and Land) - Riverine,828606.16,2009,12,13.9,63.3,18.9,0.4,6.8,2.3,42.2
Grant,38093,ND,"Stutsman County, North Dakota",91.1, Local Multihazard Mitigation Plan,48000,2009,7,7.7,93.6,1.1,1.5,0.6,2.4,2.3
Grant,21127,KY,"Lawrence County, Kentucky",91.1, Local Multihazard Mitigation Plan,82553.18,2009,19,19.8,97.8,0.4,0,0.4,1.3,0.9
Grant,26161,MI,"Washtenaw County, Michigan",200.1," Acquisition of Private Real Property (Structures and Land) - Riverine; 
200.5",288964,2009,1,7,73.9,11.9,0.3,8.7,4.4,4.5
Grant,30067,MT,"Park County, Montana",402.1, Infrastructure Protective Measures (Roads and Bridges),3040000,2009,5,6.6,96.2,0.3,0.7,0.1,2.5,2.7
Grant,55091,WI,"Pepin County, Wisconsin",91.1, Local Multihazard Mitigation Plan,70964.7,2009,1,8.5,98,0.4,0.2,0.3,0.8,1.7
Grant,18035,IN,"Delaware County, Indiana",700.1," Management Costs - Salaries; 
700.2",222.76,2009,5,12.6,88.5,7.3,0.1,1.3,2.2,2.3
Grant,38041,ND,"Hettinger County, North Dakota",91.1, Local Multihazard Mitigation Plan,28125,2009,4,7.5,92.5,0.7,2.6,0,1.9,3.7
Grant,27089,MN,"Marshall County, Minnesota",91.1, Local Multihazard Mitigation Plan,40000,2009,8,5.1,97,0.3,0.3,0.3,1.5,4.2
Grant,55005,WI,"Barron County, Wisconsin",91.1, Local Multihazard Mitigation Plan,29976,2009,4,7.4,95.7,1.2,0.8,0.7,1.1,2.4
Grant,09001,CT,"Fairfield County, Connecticut",202.1, Elevation of Private Structures - Riverine,245787,2009,8,6.3,73.5,11.3,0.3,5.2,2.8,19
Grant,38005,ND,"Benson County, North Dakota",400.1," Utility Protective Measures (Electric, Gas, etc.)",264020.5,2009,16,25.2,41.5,0,56.1,0.1,2.1,0.9
Grant,01125,AL,"Tuscaloosa County, Alabama",103.1," Feasibility, Engineering and Design Studies; 
501.1",4049010,2009,10,11.4,64.7,31.3,0.2,1.5,1.2,3.5
Grant,55095,WI,"Polk County, Wisconsin",91.1, Local Multihazard Mitigation Plan,34250,2009,4,7.1,96.4,0.3,1.1,0.4,1.3,1.9
Grant,24045,MD,"Wicomico County, Maryland",91.1, Local Multihazard Mitigation Plan,30350,2009,4,10.2,67.7,25.3,0.2,3.3,2.5,5
Grant,41051,OR,"Multnomah County, Oregon",205.6, Structural Retrofitting/Rehabilitating Public Structures - Seismic,516609.44,2009,3,10.5,77.8,5.5,0.9,7,5.4,11.3
Grant,25003,MA,"Berkshire County, Massachusetts",91.1, Local Multihazard Mitigation Plan,97750,2009,7,8.2,91.1,2.7,0.3,1.6,2.6,4.3
Grant,06061,CA,"Placer County, California",91.1, Local Multihazard Mitigation Plan,154962.67,2009,3,5.9,82.7,1.5,0.5,6.9,4.9,13.6
Grant,44007,RI,"Providence County, Rhode Island",700.1," Management Costs - Salaries; 
700.4",8000,2009,4,12.6,73.3,9.6,0.6,4.2,3.6,21.6
